operon_id,promoter_start,promoter_end,gene_names,bin,operon_name,gene_list,bin_coverage,gene_start,gene_end,operon_start,operon_end,strand,operon_length,total_expression,normalized_expression
Rv3764c_up,4211010,4211359,Rv3764c,"bin842, bin843",Rv3764c_up,['Rv3764c'],"{842: 0.23565804274465693, 843: 0.764341957255343}",4211009,4209582,4209582,4211359,-,1426,3523.5,2.470897616
Rv3768_up,4213720,4214069,Rv3768,bin843,Rv3768_up,['Rv3768'],{843: 1.0},4214070,4214429,4213720,4214429,+,360,276,0.766666667
Rv3770B_up,4216270,4216619,"Rv3770A,Rv3770B",bin844,Rv3770B_up,"['Rv3770A', 'Rv3770B']",{844: 1.0},4216269,4215881,4215881,4216619,-,387,524.5,1.355297158
Rv3770c_up,4215776,4216125,Rv3770c,bin844,Rv3770c_up,['Rv3770c'],{844: 1.0},4215775,4215200,4215200,4216125,-,574,1303.5,2.270905923
Rv3771c_up,4216731,4217080,Rv3771c,bin844,Rv3771c_up,['Rv3771c'],{844: 1.0},4216730,4216404,4216404,4217080,-,325,730.5,2.247692308
Rv3776_up,4220739,4221088,Rv3776,bin845,Rv3776_up,['Rv3776'],{845: 1.0},4221089,4222648,4220739,4222648,+,1560,1634.5,1.04775641
Rv3777_up,4222344,4222693,Rv3777,bin845,Rv3777_up,['Rv3777'],{845: 1.0},4222694,4223680,4222344,4223680,+,987,2346,2.376899696
Rv3785_up,4230970,4231319,Rv3785,bin847,Rv3785_up,['Rv3785'],{847: 1.0},4231320,4232393,4230970,4232393,+,1074,1667.5,1.552607076
Rv3797_up,4250735,4251084,Rv3797,bin851,Rv3797_up,['Rv3797'],{851: 1.0},4251085,4252866,4250735,4252866,+,1782,1337,0.750280584
Rv3798_up,4252643,4252992,Rv3798,bin851,Rv3798_up,['Rv3798'],{851: 1.0},4252993,4254327,4252643,4254327,+,1335,327,0.24494382
Rv3801c_up,4263067,4263416,"Rv3799c,Rv3800c,Rv3801c","bin851, bin852, bin853",Rv3801c_up,"['Rv3799c', 'Rv3800c', 'Rv3801c']","{851: 0.06871749474383092, 852: 0.5532809560694921, 853: 0.378001549186677}",4263066,4254380,4254380,4263416,-,8685,116606,13.42613702
Rv3804c_up,4266659,4267008,Rv3804c,bin854,Rv3804c_up,['Rv3804c'],{854: 1.0},4266658,4265642,4265642,4267008,-,1015,38789,38.21576355
Rv3805c_up,4268837,4269186,Rv3805c,bin854,Rv3805c_up,['Rv3805c'],{854: 1.0},4268836,4266953,4266953,4269186,-,1882,6636,3.526036132
Rv3812_up,4276221,4276570,Rv3812,bin856,Rv3812_up,['Rv3812'],{856: 1.0},4276571,4278085,4276221,4278085,+,1515,2224,1.467986799
Rv3818_up,4282099,4282448,"Rv3818,Rv3819",bin857,Rv3818_up,"['Rv3818', 'Rv3819']",{857: 1.0},4282449,4284331,4282099,4284331,+,1883,2706.5,1.437334041
Rv3822_up,4286371,4286720,Rv3822,bin858,Rv3822_up,['Rv3822'],{858: 1.0},4286721,4287935,4286371,4287935,+,1215,2083.5,1.714814815
Rv3824c_up,4293175,4293524,Rv3824c,bin859,Rv3824c_up,['Rv3824c'],{859: 1.0},4293174,4291639,4291639,4293524,-,1534,421,0.274445893
Rv3829c_up,4305009,4305358,"Rv3827c,Rv3828c,Rv3829c","bin861, bin862",Rv3829c_up,"['Rv3827c', 'Rv3828c', 'Rv3829c']","{861: 0.9056902002107482, 862: 0.09430979978925184}",4305008,4301563,4301563,4305358,-,3444,4408,1.279907085
Rv3830c_up,4305686,4306035,Rv3830c,bin862,Rv3830c_up,['Rv3830c'],{862: 1.0},4305685,4305056,4305056,4306035,-,628,161.5,0.257165605
Rv3831_up,4305407,4305756,Rv3831,bin862,Rv3831_up,['Rv3831'],{862: 1.0},4305757,4306239,4305407,4306239,+,483,1032.5,2.137681159
Rv3839_up,4312415,4312764,Rv3839,bin863,Rv3839_up,['Rv3839'],{863: 1.0},4312765,4313541,4312415,4313541,+,777,1385.5,1.783140283
Rv3841_up,4313828,4314177,Rv3841,bin863,Rv3841_up,['Rv3841'],{863: 1.0},4314178,4314723,4313828,4314723,+,546,24479,44.83333333
Rv3844_up,4318425,4318774,"Rv3844,Rv3845",bin864,Rv3844_up,"['Rv3844', 'Rv3845']",{864: 1.0},4318775,4319640,4318425,4319640,+,866,1186.5,1.370092379
Rv3847_up,4321188,4321537,Rv3847,bin865,Rv3847_up,['Rv3847'],{865: 1.0},4321538,4322071,4321188,4322071,+,534,4627,8.664794007
Rv3849_up,4323149,4323498,Rv3849,bin865,Rv3849_up,['Rv3849'],{865: 1.0},4323499,4323897,4323149,4323897,+,399,1998.5,5.00877193
Rv3854c_up,4327474,4327823,Rv3854c,bin866,Rv3854c_up,['Rv3854c'],{866: 1.0},4327473,4326004,4326004,4327823,-,1468,4661.5,3.175408719
Rv3857c_up,4329615,4329964,"Rv3856c,Rv3857c",bin866,Rv3857c_up,"['Rv3856c', 'Rv3857c']",{866: 1.0},4329614,4328401,4328401,4329964,-,1212,5291.5,4.365924092
Rv3859c_up,4336082,4336431,"Rv3858c,Rv3859c","bin867, bin868",Rv3859c_up,"['Rv3858c', 'Rv3859c']","{867: 0.7761614265603003, 868: 0.22383857343969968}",4336081,4330039,4330039,4336431,-,6041,45973,7.61016388
Rv3865_up,4341216,4341565,"Rv3865,Rv3866",bin869,Rv3865_up,"['Rv3865', 'Rv3866']",{869: 1.0},4341566,4342731,4341216,4342731,+,1166,10480,8.987993139
Rv3872_up,4350395,4350744,Rv3872,bin871,Rv3872_up,['Rv3872'],{871: 1.0},4350745,4351044,4350395,4351044,+,300,3062,10.20666667
Rv3875_up,4352259,4352608,Rv3875,bin871,Rv3875_up,['Rv3875'],{871: 1.0},4352609,4352896,4352259,4352896,+,288,26004.5,90.29340278
Rv3879c_up,4359783,4360132,Rv3879c,"bin872, bin873",Rv3879c_up,['Rv3879c'],"{872: 0.9480314960629921, 873: 0.05196850393700787}",4359782,4357593,4357593,4360132,-,2188,11465,5.239945155
Rv3883c_up,4364758,4365107,"Rv3882c,Rv3883c","bin873, bin874",Rv3883c_up,"['Rv3882c', 'Rv3883c']","{873: 0.9652145643693107, 874: 0.034785435630689206}",4364757,4362032,4362032,4365107,-,2724,12429.5,4.562958884
Rv3888c_up,4372707,4373056,"Rv3885c,Rv3886c,Rv3887c,Rv3888c","bin874, bin875",Rv3888c_up,"['Rv3885c', 'Rv3886c', 'Rv3887c', 'Rv3888c']","{874: 0.503008619287689, 875: 0.49699138071231097}",4372706,4366908,4366908,4373056,-,5797,9877.5,1.703898568
Rv3889c_up,4373631,4373980,Rv3889c,bin875,Rv3889c_up,['Rv3889c'],{875: 1.0},4373630,4372800,4372800,4373980,-,829,1995.5,2.407117008
Rv3890c_up,4374014,4374363,Rv3890c,bin875,Rv3890c_up,['Rv3890c'],{875: 1.0},4374013,4373726,4373726,4374363,-,286,1301.5,4.550699301
Rv3892c_up,4375684,4376033,Rv3892c,"bin875, bin876",Rv3892c_up,['Rv3892c'],"{875: 0.3335483870967742, 876: 0.6664516129032259}",4375683,4374484,4374484,4376033,-,1198,865.5,0.72245409
Rv3896c_up,4382852,4383201,"Rv3894c,Rv3895c,Rv3896c","bin876, bin877",Rv3896c_up,"['Rv3894c', 'Rv3895c', 'Rv3896c']","{876: 0.5387608069164265, 877: 0.4612391930835735}",4382851,4376262,4376262,4383201,-,6588,9336.5,1.417197936
Rv3900c_up,4386309,4386658,"Rv3899c,Rv3900c","bin877, bin878",Rv3900c_up,"['Rv3899c', 'Rv3900c']","{877: 0.33996815286624205, 878: 0.660031847133758}",4386308,4384147,4384147,4386658,-,2160,3574,1.65462963
Rv3906c_up,4391607,4391956,Rv3906c,bin879,Rv3906c_up,['Rv3906c'],{879: 1.0},4391606,4391097,4391097,4391956,-,508,1253.5,2.467519685
Rv3907c_up,4393074,4393423,Rv3907c,bin879,Rv3907c_up,['Rv3907c'],{879: 1.0},4393073,4391631,4391631,4393423,-,1441,2112.5,1.465995836
Rv3911_up,4399836,4400185,"Rv3911,Rv3912","bin880, bin881",Rv3911_up,"['Rv3911', 'Rv3912']","{880: 0.09171762090050027, 881: 0.9082823790994997}",4400186,4401634,4399836,4401634,+,1449,1379,0.951690821
Rv3916c_up,4405168,4405517,Rv3916c,"bin881, bin882",Rv3916c_up,['Rv3916c'],"{881: 0.5235023041474655, 882: 0.47649769585253454}",4405167,4404433,4404433,4405517,-,733,3531.5,4.81787176
Rv3920c_up,4408898,4409247,Rv3920c,bin882,Rv3920c_up,['Rv3920c'],{882: 1.0},4408897,4408334,4408334,4409247,-,562,12173.5,21.66103203
